COLUMNS:
Time, Body:T:z, Leg:T:z
DATA:
0, 0.149619, 0, 1.84336, -0.0144735, 26.3073
5.93412e-05, 0.149729, -8.56365e-07, 1.84275, -0.0143891, 26.3468
0.000118682, 0.149838, -1.70775e-06, 1.84215, -0.0143058, 26.3863
0.000178024, 0.149947, -2.55423e-06, 1.84154, -0.0142235, 26.4259
0.000237365, 0.150057, -3.39586e-06, 1.84094, -0.0141424, 26.4654
0.000296706, 0.150166, -4.2327e-06, 1.84034, -0.0140623, 26.505
0.000356047, 0.150275, -5.06483e-06, 1.83973, -0.0139833, 26.5445
0.000415388, 0.150384, -5.89229e-06, 1.83913, -0.0139053, 26.5841
0.000474729, 0.150493, -6.71517e-06, 1.83853, -0.0138285, 26.6236
0.000534071, 0.150602, -7.53351e-06, 1.83792, -0.0137527, 26.6632
0.000593412, 0.150711, -8.34739e-06, 1.83732, -0.013678, 26.7027
0.000652753, 0.15082, -9.15686e-06, 1.83672, -0.0136043, 26.7423
0.000712094, 0.150929, -9.962e-06, 1.83612, -0.0135318, 26.7818
0.000771435, 0.151038, -1.07629e-05, 1.83551, -0.0134603, 26.8214
0.000830776, 0.151147, -1.15595e-05, 1.83491, -0.0133899, 26.8609
0.000890118, 0.151256, -1.2352e-05, 1.83431, -0.0133205, 26.9005
0.000949459, 0.151365, -1.31405e-05, 1.83371, -0.0132523, 26.94
0.0010088, 0.151474, -1.39249e-05, 1.83311, -0.0131851, 26.9796
0.00106814, 0.151583, -1.47053e-05, 1.83251, -0.013119, 27.0191
0.00112748, 0.151691, -1.54819e-05, 1.83191, -0.0130539, 27.0587
0.00118682, 0.1518, -1.62546e-05, 1.83131, -0.01299, 27.0982
0.00124616, 0.151909, -1.70236e-05, 1.83071, -0.0129271, 27.1378
0.00130551, 0.152017, -1.77888e-05, 1.83011, -0.0128653, 27.1773
0.00136485, 0.152126, -1.85505e-05, 1.82951, -0.0128046, 27.2169
0.00142419, 0.152234, -1.93085e-05, 1.82892, -0.0127449, 27.2564
0.00148353, 0.152343, -2.00631e-05, 1.82832, -0.0126863, 27.2959
0.00154287, 0.152451, -2.08142e-05, 1.82772, -0.0126288, 27.3355
0.00160221, 0.15256, -2.15619e-05, 1.82712, -0.0125724, 27.375
0.00166155, 0.152668, -2.23063e-05, 1.82652, -0.012517, 27.4146
0.00172089, 0.152777, -2.30475e-05, 1.82593, -0.0124628, 27.4541
0.00178024, 0.152885, -2.37855e-05, 1.82533, -0.0124096, 27.4937
0.00183958, 0.152993, -2.45203e-05, 1.82474, -0.0123574, 27.5332
0.00189892, 0.153101, -2.52521e-05, 1.82414, -0.0123064, 27.5728
0.00195826, 0.15321, -2.59809e-05, 1.82354, -0.0122564, 27.6123
0.0020176, 0.153318, -2.67067e-05, 1.82295, -0.0122075, 27.6519
0.00207694, 0.153426, -2.74297e-05, 1.82235, -0.0121597, 27.6914
0.00213628, 0.153534, -2.81499e-05, 1.82176, -0.0121129, 27.731
0.00219562, 0.153642, -2.88673e-05, 1.82116, -0.0120673, 27.7705
0.00225496, 0.15375, -2.95821e-05, 1.82057, -0.0120227, 27.8101
0.00231431, 0.153858, -3.02942e-05, 1.81997, -0.0119791, 27.8496
0.00237365, 0.153966, -3.10038e-05, 1.81938, -0.0119367, 27.8892
0.00243299, 0.154074, -3.17109e-05, 1.81879, -0.0118953, 27.9287
0.00249233, 0.154182, -3.24156e-05, 1.81819, -0.011855, 27.9683
0.00255167, 0.15429, -3.31179e-05, 1.8176, -0.0118158, 28.0078
0.00261101, 0.154398, -3.3818e-05, 1.81701, -0.0117777, 28.0474
0.00267035, 0.154506, -3.45158e-05, 1.81642, -0.0117406, 28.0869
0.00272969, 0.154613, -3.52114e-05, 1.81582, -0.0117046, 28.1264
0.00278904, 0.154721, -3.59049e-05, 1.81523, -0.0116697, 28.166
0.00284838, 0.154829, -3.65964e-05, 1.81464, -0.0116359, 28.2055
0.00290772, 0.154937, -3.72859e-05, 1.81405, -0.0116031, 28.2451
0.00296706, 0.155044, -3.79735e-05, 1.81346, -0.0115714, 28.2846
0.0030264, 0.155152, -3.86593e-05, 1.81287, -0.0115408, 28.3242
0.00308574, 0.155259, -3.93432e-05, 1.81228, -0.0115113, 28.3637
0.00314508, 0.155367, -4.00255e-05, 1.81169, -0.0114828, 28.4033
0.00320442, 0.155474, -4.0706e-05, 1.8111, -0.0114554, 28.4428
0.00326376, 0.155582, -4.1385e-05, 1.81051, -0.0114291, 28.4824
0.00332311, 0.155689, -4.20625e-05, 1.80992, -0.0114039, 28.5219
0.00338245, 0.155797, -4.27385e-05, 1.80933, -0.0113797, 28.5615
0.00344179, 0.155904, -4.34131e-05, 1.80874, -0.0113566, 28.601
0.00350113, 0.156011, -4.40863e-05, 1.80816, -0.0113346, 28.6406
0.00356047, 0.156119, -4.47583e-05, 1.80757, -0.0113137, 28.6801
