0.000000e+00,	0.000000e+00,	5.250073e+00,	
1.850000e-01,	1.203400e-01,	4.844247e+00,	
3.700000e-01,	3.619091e-01,	3.796799e+00,	
5.550000e-01,	8.803427e-01,	2.811589e+00,	
7.400000e-01,	1.592418e+00,	2.369624e+00,	
9.250000e-01,	2.241712e+00,	2.290038e+00,	
1.110000e+00,	2.868171e+00,	2.648515e+00,	
1.295000e+00,	3.263556e+00,	2.920834e+00,	
1.480000e+00,	3.423293e+00,	2.900241e+00,	
1.665000e+00,	3.195611e+00,	2.343516e+00,	
1.850000e+00,	2.812042e+00,	1.981445e+00,	
2.035000e+00,	2.621842e+00,	2.372800e+00,	
2.220000e+00,	2.652941e+00,	3.453108e+00,	
2.405000e+00,	2.541145e+00,	4.133175e+00,	
2.590000e+00,	2.154875e+00,	3.969515e+00,	
2.775000e+00,	1.476198e+00,	2.958273e+00,	
2.960000e+00,	6.251636e-01,	1.725271e+00,	
3.145000e+00,	4.114870e-03,	1.097957e+00,	
3.330000e+00,	-2.405392e-01,	7.273050e-01,	
3.515000e+00,	-1.397723e-01,	2.941467e-01,	
3.700000e+00,	8.170819e-17,	1.347934e-16,	
