COLUMNS: 
                               time,
                               cart:T:X,
                               pendulum:R:Y:rad
DATA:
0.000000e+00,	0.000000e+00,	3.217736e+00,	
1.850000e-01,	1.566150e-01,	3.481077e+00,	
3.700000e-01,	3.770289e-01,	3.661124e+00,	
5.550000e-01,	3.496464e-01,	3.118935e+00,	
7.400000e-01,	1.745178e-01,	2.323670e+00,	
9.250000e-01,	5.676209e-02,	2.028065e+00,	
1.110000e+00,	1.885278e-01,	2.544074e+00,	
1.295000e+00,	4.349814e-01,	3.521171e+00,	
1.480000e+00,	3.802821e-01,	3.765674e+00,	
1.665000e+00,	1.501511e-01,	3.362969e+00,	
1.850000e+00,	-1.851294e-01,	2.643968e+00,	
2.035000e+00,	-3.997772e-01,	2.401592e+00,	
2.220000e+00,	-3.769506e-01,	2.932661e+00,	
2.405000e+00,	-1.786921e-01,	3.888928e+00,	
2.590000e+00,	5.240825e-03,	4.434824e+00,	
2.775000e+00,	1.273588e-01,	4.321421e+00,	
2.960000e+00,	8.187363e-02,	3.457272e+00,	
3.145000e+00,	-2.221675e-01,	2.001902e+00,	
3.330000e+00,	-3.728867e-01,	1.057877e+00,	
3.515000e+00,	-1.755852e-01,	3.676310e-01,	
3.700000e+00,	8.197585e-18,	-6.803369e-18,	
