COLUMNS: 
                               time,
                               cart:T:X,
                               pendulum:R:Y:rad
DATA:
0.000000e+00,	0.000000e+00,	1.359863e+00,	
1.850000e-01,	3.934446e-02,	1.679523e+00,	
3.700000e-01,	3.113743e-01,	2.692337e+00,	
5.550000e-01,	5.061780e-01,	3.759771e+00,	
7.400000e-01,	2.513144e-01,	3.780371e+00,	
9.250000e-01,	-3.711192e-01,	2.894035e+00,	
1.110000e+00,	-7.968781e-01,	2.480754e+00,	
1.295000e+00,	-8.410501e-01,	3.040564e+00,	
1.480000e+00,	-8.834833e-01,	3.654350e+00,	
1.665000e+00,	-1.230758e+00,	3.456469e+00,	
1.850000e+00,	-1.925361e+00,	2.472451e+00,	
2.035000e+00,	-2.533469e+00,	1.922710e+00,	
2.220000e+00,	-2.791370e+00,	2.247597e+00,	
2.405000e+00,	-2.633983e+00,	3.525647e+00,	
2.590000e+00,	-2.438094e+00,	4.698393e+00,	
2.775000e+00,	-2.269074e+00,	5.179023e+00,	
2.960000e+00,	-1.755429e+00,	4.775018e+00,	
3.145000e+00,	-1.104156e+00,	3.601883e+00,	
3.330000e+00,	-7.230118e-01,	1.769263e+00,	
3.515000e+00,	-2.312038e-01,	4.785708e-01,	
3.700000e+00,	-6.350630e-19,	-1.528683e-18,	
