COLUMNS: 
                               time,
                               cart:T:X,
                               pendulum:R:Y:rad
DATA:
0.000000e+00,	0.000000e+00,	4.421883e+00,	
1.850000e-01,	8.423536e-02,	4.167045e+00,	
3.700000e-01,	4.193282e-01,	3.629625e+00,	
5.550000e-01,	9.442365e-01,	3.100597e+00,	
7.400000e-01,	1.526919e+00,	2.702909e+00,	
9.250000e-01,	2.093011e+00,	2.542921e+00,	
1.110000e+00,	2.676577e+00,	2.760750e+00,	
1.295000e+00,	3.051233e+00,	2.844908e+00,	
1.480000e+00,	3.053153e+00,	2.459247e+00,	
1.665000e+00,	2.797060e+00,	2.073356e+00,	
1.850000e+00,	2.494944e+00,	2.194803e+00,	
2.035000e+00,	2.131201e+00,	2.768597e+00,	
2.220000e+00,	1.854620e+00,	3.712356e+00,	
2.405000e+00,	1.570353e+00,	4.335149e+00,	
2.590000e+00,	1.257835e+00,	4.337166e+00,	
2.775000e+00,	9.323254e-01,	3.725392e+00,	
2.960000e+00,	4.686220e-01,	2.558747e+00,	
3.145000e+00,	-1.027391e-01,	1.461995e+00,	
3.330000e+00,	-3.068846e-01,	8.509183e-01,	
3.515000e+00,	-1.348629e-01,	2.819485e-01,	
3.700000e+00,	-4.457087e-18,	-8.420185e-17,	
