0.000000e+00,	0.000000e+00,	5.691202e+00,	
1.850000e-01,	1.734206e-01,	5.212885e+00,	
3.700000e-01,	4.731451e-01,	4.047400e+00,	
5.550000e-01,	9.910020e-01,	2.739536e+00,	
7.400000e-01,	1.862698e+00,	2.246191e+00,	
9.250000e-01,	2.934041e+00,	2.504931e+00,	
1.110000e+00,	3.850120e+00,	2.877253e+00,	
1.295000e+00,	4.369324e+00,	2.708227e+00,	
1.480000e+00,	4.420807e+00,	2.034641e+00,	
1.665000e+00,	4.091039e+00,	1.553092e+00,	
1.850000e+00,	3.720457e+00,	1.702858e+00,	
2.035000e+00,	3.649823e+00,	2.600607e+00,	
2.220000e+00,	3.632901e+00,	3.792154e+00,	
2.405000e+00,	3.241248e+00,	4.069961e+00,	
2.590000e+00,	2.561950e+00,	3.476722e+00,	
2.775000e+00,	1.578935e+00,	2.189527e+00,	
2.960000e+00,	6.478076e-01,	1.325337e+00,	
3.145000e+00,	3.803286e-02,	9.338944e-01,	
3.330000e+00,	-2.137875e-01,	6.631297e-01,	
3.515000e+00,	-1.341469e-01,	2.827123e-01,	
3.700000e+00,	-1.626642e-17,	-1.468315e-16,	
