COLUMNS: 
                               time,
                               cart:T:X,
                               pendulum:R:Y:rad
DATA:
0.000000e+00,	0.000000e+00,	2.393859e+00,	
1.850000e-01,	1.163468e-01,	2.778142e+00,	
3.700000e-01,	3.462052e-01,	3.555087e+00,	
5.550000e-01,	3.244437e-01,	3.669172e+00,	
7.400000e-01,	-5.479701e-02,	2.881233e+00,	
9.250000e-01,	-5.423491e-01,	2.030170e+00,	
1.110000e+00,	-8.012644e-01,	1.926978e+00,	
1.295000e+00,	-8.173399e-01,	2.589748e+00,	
1.480000e+00,	-9.417218e-01,	3.352105e+00,	
1.665000e+00,	-1.389645e+00,	3.401074e+00,	
1.850000e+00,	-2.081751e+00,	2.853302e+00,	
2.035000e+00,	-2.746198e+00,	2.517792e+00,	
2.220000e+00,	-3.163907e+00,	2.943443e+00,	
2.405000e+00,	-3.199161e+00,	4.154215e+00,	
2.590000e+00,	-2.997123e+00,	5.108366e+00,	
2.775000e+00,	-2.459486e+00,	5.228246e+00,	
2.960000e+00,	-1.701286e+00,	4.539197e+00,	
3.145000e+00,	-1.073148e+00,	3.129659e+00,	
3.330000e+00,	-6.033134e-01,	1.474996e+00,	
3.515000e+00,	-1.972447e-01,	4.107889e-01,	
3.700000e+00,	1.370296e-16,	3.350185e-17,	
