0.000000e+00,	0.000000e+00,	2.136389e+00,	
1.850000e-01,	-9.611783e-02,	2.311069e+00,	
3.700000e-01,	-7.541595e-02,	3.101900e+00,	
5.550000e-01,	-2.318507e-01,	3.589266e+00,	
7.400000e-01,	-7.870546e-01,	3.116505e+00,	
9.250000e-01,	-1.507696e+00,	2.353894e+00,	
1.110000e+00,	-1.954450e+00,	2.387024e+00,	
1.295000e+00,	-2.030517e+00,	3.351406e+00,	
1.480000e+00,	-2.127468e+00,	4.170824e+00,	
1.665000e+00,	-2.411805e+00,	4.263246e+00,	
1.850000e+00,	-2.979454e+00,	3.528386e+00,	
2.035000e+00,	-3.548668e+00,	2.610666e+00,	
2.220000e+00,	-3.765936e+00,	2.565462e+00,	
2.405000e+00,	-3.533841e+00,	3.575539e+00,	
2.590000e+00,	-3.124302e+00,	4.678326e+00,	
2.775000e+00,	-2.720215e+00,	5.122472e+00,	
2.960000e+00,	-2.000216e+00,	4.720923e+00,	
3.145000e+00,	-1.223932e+00,	3.570179e+00,	
3.330000e+00,	-7.337177e-01,	1.755610e+00,	
3.515000e+00,	-2.221979e-01,	4.597831e-01,	
3.700000e+00,	-1.050998e-17,	-1.646632e-17,	
