0.000000e+00,	0.000000e+00,	6.188794e+00,	
1.850000e-01,	1.100935e-01,	5.933194e+00,	
3.700000e-01,	5.991420e-01,	4.838259e+00,	
5.550000e-01,	1.104821e+00,	3.495720e+00,	
7.400000e-01,	1.426470e+00,	4.068586e+00,	
9.250000e-01,	1.481041e+00,	6.354261e+00,	
1.110000e+00,	1.034732e+00,	6.787605e+00,	
1.295000e+00,	9.105463e-01,	6.164735e+00,	
1.480000e+00,	1.151926e+00,	4.540943e+00,	
1.665000e+00,	1.414913e+00,	2.610750e+00,	
1.850000e+00,	1.728194e+00,	1.974417e+00,	
2.035000e+00,	1.946917e+00,	2.631329e+00,	
2.220000e+00,	1.940083e+00,	3.561598e+00,	
2.405000e+00,	1.696590e+00,	3.753164e+00,	
2.590000e+00,	1.353195e+00,	3.092057e+00,	
2.775000e+00,	7.459976e-01,	1.920864e+00,	
2.960000e+00,	1.884277e-01,	1.233945e+00,	
3.145000e+00,	-1.146816e-01,	8.506108e-01,	
3.330000e+00,	-2.083024e-01,	5.812911e-01,	
3.515000e+00,	-1.135173e-01,	2.388719e-01,	
3.700000e+00,	8.585146e-15,	5.839773e-14,	
