0.000000e+00,	0.000000e+00,	2.453046e+00,	
1.850000e-01,	9.380838e-02,	2.796188e+00,	
3.700000e-01,	2.965066e-01,	3.521629e+00,	
5.550000e-01,	2.759924e-01,	3.645845e+00,	
7.400000e-01,	-1.063020e-01,	2.866002e+00,	
9.250000e-01,	-6.048715e-01,	2.016733e+00,	
1.110000e+00,	-8.742259e-01,	1.913782e+00,	
1.295000e+00,	-8.976488e-01,	2.576018e+00,	
1.480000e+00,	-1.033074e+00,	3.339660e+00,	
1.665000e+00,	-1.484536e+00,	3.410316e+00,	
1.850000e+00,	-2.165366e+00,	2.905611e+00,	
2.035000e+00,	-2.803839e+00,	2.612658e+00,	
2.220000e+00,	-3.193229e+00,	3.054549e+00,	
2.405000e+00,	-3.197112e+00,	4.228851e+00,	
2.590000e+00,	-2.930776e+00,	5.130408e+00,	
2.775000e+00,	-2.353632e+00,	5.212605e+00,	
2.960000e+00,	-1.592902e+00,	4.513508e+00,	
3.145000e+00,	-1.016536e+00,	3.076592e+00,	
3.330000e+00,	-5.857658e-01,	1.441328e+00,	
3.515000e+00,	-1.936410e-01,	4.033897e-01,	
3.700000e+00,	1.273938e-17,	-1.485357e-17,	
