COLUMNS: 
                               time,
                               cart:T:X,
                               pendulum:R:Y:rad
DATA:
0.000000e+00,	0.000000e+00,	3.734427e+00,	
1.850000e-01,	-1.323444e-02,	3.536566e+00,	
3.700000e-01,	-5.517162e-02,	3.054333e+00,	
5.550000e-01,	-4.552909e-02,	2.719037e+00,	
7.400000e-01,	-1.105050e-01,	2.517537e+00,	
9.250000e-01,	-1.752559e-01,	2.684835e+00,	
1.110000e+00,	-8.442852e-02,	3.385314e+00,	
1.295000e+00,	4.296658e-02,	4.009282e+00,	
1.480000e+00,	1.327899e-01,	4.115309e+00,	
1.665000e+00,	1.288893e-02,	3.458446e+00,	
1.850000e+00,	-1.566636e-01,	2.551375e+00,	
2.035000e+00,	-2.161146e-01,	2.142656e+00,	
2.220000e+00,	-8.158870e-02,	2.491161e+00,	
2.405000e+00,	2.988932e-01,	3.548254e+00,	
2.590000e+00,	5.375258e-01,	4.159691e+00,	
2.775000e+00,	5.781393e-01,	4.008993e+00,	
2.960000e+00,	3.265193e-01,	2.997163e+00,	
3.145000e+00,	-1.283060e-01,	1.688244e+00,	
3.330000e+00,	-3.292116e-01,	9.464995e-01,	
3.515000e+00,	-1.618004e-01,	3.391182e-01,	
3.700000e+00,	1.008308e-17,	-2.417771e-17,	
