0.000000e+00,	0.000000e+00,	5.290135e+00,	
1.850000e-01,	1.248976e-01,	4.877949e+00,	
3.700000e-01,	3.759568e-01,	3.814430e+00,	
5.550000e-01,	8.937876e-01,	2.788761e+00,	
7.400000e-01,	1.606715e+00,	2.321246e+00,	
9.250000e-01,	2.236695e+00,	2.214583e+00,	
1.110000e+00,	2.893920e+00,	2.634513e+00,	
1.295000e+00,	3.297757e+00,	2.939666e+00,	
1.480000e+00,	3.479931e+00,	2.963569e+00,	
1.665000e+00,	3.269761e+00,	2.394709e+00,	
1.850000e+00,	2.863405e+00,	1.931151e+00,	
2.035000e+00,	2.631773e+00,	2.193470e+00,	
2.220000e+00,	2.680525e+00,	3.242900e+00,	
2.405000e+00,	2.577219e+00,	3.966016e+00,	
2.590000e+00,	2.193504e+00,	3.843301e+00,	
2.775000e+00,	1.494803e+00,	2.852265e+00,	
2.960000e+00,	6.102251e-01,	1.663060e+00,	
3.145000e+00,	-5.082810e-03,	1.071075e+00,	
3.330000e+00,	-2.357943e-01,	7.075092e-01,	
3.515000e+00,	-1.346159e-01,	2.832475e-01,	
3.700000e+00,	4.377043e-19,	-8.801943e-18,	
