0.000000e+00,	0.000000e+00,	5.252146e+00,	
1.850000e-01,	1.203536e-01,	4.846194e+00,	
3.700000e-01,	3.620362e-01,	3.798187e+00,	
5.550000e-01,	8.800660e-01,	2.810762e+00,	
7.400000e-01,	1.591198e+00,	2.366114e+00,	
9.250000e-01,	2.238462e+00,	2.284135e+00,	
1.110000e+00,	2.867872e+00,	2.648909e+00,	
1.295000e+00,	3.264794e+00,	2.924704e+00,	
1.480000e+00,	3.427640e+00,	2.907639e+00,	
1.665000e+00,	3.202682e+00,	2.348107e+00,	
1.850000e+00,	2.818191e+00,	1.975248e+00,	
2.035000e+00,	2.624317e+00,	2.352478e+00,	
2.220000e+00,	2.657513e+00,	3.430997e+00,	
2.405000e+00,	2.547217e+00,	4.117731e+00,	
2.590000e+00,	2.161203e+00,	3.958909e+00,	
2.775000e+00,	1.481145e+00,	2.950743e+00,	
2.960000e+00,	6.269817e-01,	1.721228e+00,	
3.145000e+00,	4.537095e-03,	1.096736e+00,	
3.330000e+00,	-2.404178e-01,	7.269791e-01,	
3.515000e+00,	-1.397250e-01,	2.940473e-01,	
3.700000e+00,	-7.201813e-17,	-1.134075e-16,	
