0.000000e+00,	0.000000e+00,	5.707332e-01,	
1.850000e-01,	-1.756805e-01,	1.050563e+00,	
3.700000e-01,	-4.623270e-01,	2.235989e+00,	
5.550000e-01,	-8.335015e-01,	3.692565e+00,	
7.400000e-01,	-1.638725e+00,	4.196766e+00,	
9.250000e-01,	-2.766017e+00,	3.810283e+00,	
1.110000e+00,	-3.704800e+00,	3.359204e+00,	
1.295000e+00,	-4.198450e+00,	3.570027e+00,	
1.480000e+00,	-4.386081e+00,	4.065972e+00,	
1.665000e+00,	-4.841152e+00,	3.748623e+00,	
1.850000e+00,	-5.360970e+00,	3.026060e+00,	
2.035000e+00,	-5.595832e+00,	2.892559e+00,	
2.220000e+00,	-5.663960e+00,	3.213844e+00,	
2.405000e+00,	-5.696429e+00,	3.559280e+00,	
2.590000e+00,	-5.362865e+00,	4.241328e+00,	
2.775000e+00,	-4.619917e+00,	4.726286e+00,	
2.960000e+00,	-3.439693e+00,	4.586077e+00,	
3.145000e+00,	-2.018898e+00,	3.806930e+00,	
3.330000e+00,	-9.635541e-01,	2.097925e+00,	
3.515000e+00,	-2.560780e-01,	5.277396e-01,	
3.700000e+00,	1.923208e-18,	-1.713124e-19,	
