COLUMNS: 
                               time,
                               cart:T:X,
                               pendulum:R:Y:rad
DATA:
0.000000e+00,	0.000000e+00,	6.240822e+00,	
1.850000e-01,	1.163852e-01,	5.988631e+00,	
3.700000e-01,	6.120786e-01,	4.892650e+00,	
5.550000e-01,	1.098439e+00,	3.533614e+00,	
7.400000e-01,	1.419794e+00,	4.165038e+00,	
9.250000e-01,	1.497922e+00,	6.554882e+00,	
1.110000e+00,	1.026791e+00,	6.963165e+00,	
1.295000e+00,	8.769129e-01,	6.316658e+00,	
1.480000e+00,	1.088063e+00,	4.635119e+00,	
1.665000e+00,	1.324527e+00,	2.630270e+00,	
1.850000e+00,	1.632793e+00,	1.938368e+00,	
2.035000e+00,	1.842123e+00,	2.538750e+00,	
2.220000e+00,	1.843606e+00,	3.457717e+00,	
2.405000e+00,	1.630925e+00,	3.678885e+00,	
2.590000e+00,	1.311038e+00,	3.010178e+00,	
2.775000e+00,	7.257802e-01,	1.855079e+00,	
2.960000e+00,	1.823182e-01,	1.199056e+00,	
3.145000e+00,	-1.175261e-01,	8.406054e-01,	
3.330000e+00,	-2.094966e-01,	5.813251e-01,	
3.515000e+00,	-1.136100e-01,	2.390059e-01,	
3.700000e+00,	1.561251e-16,	-2.328693e-14,	
