0.000000e+00,	0.000000e+00,	2.970614e+00,	
1.850000e-01,	1.812990e-01,	3.356443e+00,	
3.700000e-01,	5.009367e-01,	3.871796e+00,	
5.550000e-01,	6.599068e-01,	3.743101e+00,	
7.400000e-01,	5.826560e-01,	2.901213e+00,	
9.250000e-01,	5.038122e-01,	2.177256e+00,	
1.110000e+00,	6.693713e-01,	2.247343e+00,	
1.295000e+00,	9.673393e-01,	2.933115e+00,	
1.480000e+00,	9.620100e-01,	3.192331e+00,	
1.665000e+00,	6.052054e-01,	2.768437e+00,	
1.850000e+00,	1.289805e-01,	2.348974e+00,	
2.035000e+00,	-2.415977e-01,	2.520444e+00,	
2.220000e+00,	-4.420931e-01,	3.320962e+00,	
2.405000e+00,	-4.480221e-01,	4.355653e+00,	
2.590000e+00,	-3.585059e-01,	4.900829e+00,	
2.775000e+00,	-2.117339e-01,	4.781873e+00,	
2.960000e+00,	-1.235785e-01,	3.968029e+00,	
3.145000e+00,	-3.496903e-01,	2.362026e+00,	
3.330000e+00,	-4.317988e-01,	1.175867e+00,	
3.515000e+00,	-1.799101e-01,	3.756123e-01,	
3.700000e+00,	-7.747302e-17,	-8.958220e-17,	
