COLUMNS: 
                               time,
                               cart:T:X,
                               pendulum:R:Y:rad
DATA:
0.000000e+00,	0.000000e+00,	1.185676e+00,	
1.850000e-01,	-6.464766e-03,	1.506585e+00,	
3.700000e-01,	1.138067e-01,	2.466847e+00,	
5.550000e-01,	1.627370e-01,	3.607692e+00,	
7.400000e-01,	-2.336124e-01,	3.748256e+00,	
9.250000e-01,	-1.005193e+00,	2.963790e+00,	
1.110000e+00,	-1.559246e+00,	2.666581e+00,	
1.295000e+00,	-1.720565e+00,	3.317641e+00,	
1.480000e+00,	-1.875448e+00,	3.886216e+00,	
1.665000e+00,	-2.229303e+00,	3.743254e+00,	
1.850000e+00,	-2.816638e+00,	2.890516e+00,	
2.035000e+00,	-3.410601e+00,	2.146273e+00,	
2.220000e+00,	-3.668027e+00,	2.296243e+00,	
2.405000e+00,	-3.558659e+00,	3.371564e+00,	
2.590000e+00,	-3.321673e+00,	4.542434e+00,	
2.775000e+00,	-2.993267e+00,	5.089740e+00,	
2.960000e+00,	-2.286145e+00,	4.770442e+00,	
3.145000e+00,	-1.387654e+00,	3.689403e+00,	
3.330000e+00,	-7.898938e-01,	1.858467e+00,	
3.515000e+00,	-2.349690e-01,	4.857863e-01,	
3.700000e+00,	-6.152847e-18,	-4.136231e-17,	
